sample_id,session_id,official_split,proposed_independent_split,translation
3a6cfc943757-73,3a6cfc943757,train,val,73
3a6cfc943757-74,3a6cfc943757,train,val,gripping tool
3a6cfc943757-75,3a6cfc943757,train,val,Stalk.
3a6cfc943757-77,3a6cfc943757,train,val,Nipped.
3a6cfc943757-78,3a6cfc943757,train,val,Pinched.
3a6cfc943757-79,3a6cfc943757,train,val,Reading is fun.
3a6cfc943757-80,3a6cfc943757,train,val,"Now that you have read and understood the lesson, can you answer these questions? You can put a tick mark."
3a6cfc943757-81,3a6cfc943757,train,val,on the right answer.
3a6cfc943757-82,3a6cfc943757,train,val,Why did all the children hate hari? 2
3a6cfc943757-83,3a6cfc943757,train,val,because he would not talk to anyone. 3
3a6cfc943757-84,3a6cfc943757,train,val,because he always pinched them. Three
3a6cfc943757-86,3a6cfc943757,train,val,Nobody took haris hand. Nobody went near him.
3a6cfc943757-87,3a6cfc943757,train,val,Nobody played with him. This shows that Hari had one.
3a6cfc943757-89,3a6cfc943757,train,val,Feel Friends
3a6cfc943757-90,3a6cfc943757,train,val,"Three, no friends."
3a6cfc943757-91,3a6cfc943757,train,val,Which of the following actions would make a friendly person write them down?
3a6cfc943757-92,3a6cfc943757,train,val,Respecting other people?
3a6cfc943757-93,3a6cfc943757,train,val,Eating a small child's tiffen.
3a6cfc943757-94,3a6cfc943757,train,val,Page 140.
3a6cfc943757-95,3a6cfc943757,train,val,Calling people rude names.
3a6cfc943757-96,3a6cfc943757,train,val,pushing a smaller boy and making him cry. Being healthy.
3a6cfc943757-97,3a6cfc943757,train,val,Full to everyone!
3a6cfc943757-98,3a6cfc943757,train,val,helping your classmates in school.
3a6cfc943757-99,3a6cfc943757,train,val,mocking at friends and hurting their feelings.
3a6cfc943757-100,3a6cfc943757,train,val,protecting a weaker person.
3a6cfc943757-101,3a6cfc943757,train,val,Actions which would make a friendly person ride in the space provided below.
366805e50016-1,366805e50016,train,train,the little bully.
366805e50016-2,366805e50016,train,train,vocabulary
366805e50016-3,366805e50016,train,train,Find out words which are opposites.
366805e50016-4,366805e50016,train,train,or are closest to being the opposites of the words given below.
366805e50016-5,366805e50016,train,train,Then write down the opposites in the grid.
366805e50016-6,366805e50016,train,train,Down?
366805e50016-7,366805e50016,train,train,1. smile
366805e50016-8,366805e50016,train,train,2.Happy!
366805e50016-9,366805e50016,train,train,5 strong
366805e50016-10,366805e50016,train,train,across 4
366805e50016-11,366805e50016,train,train,Quiet. 6
366805e50016-12,366805e50016,train,train,punish
366805e50016-13,366805e50016,train,train,Page 141.
366805e50016-14,366805e50016,train,train,Hari was pinched till he was black and blue.
366805e50016-15,366805e50016,train,train,black and blue means 2
366805e50016-16,366805e50016,train,train,Hari fell down in pain. 3
366805e50016-18,366805e50016,train,train,Hari painted himself in colours. 4. Hari.
366805e50016-19,366805e50016,train,train,had a black and blue shirt.
366805e50016-20,366805e50016,train,train,I shan't pinch anyone anymore.
366805e50016-21,366805e50016,train,train,shant means 2
366805e50016-22,366805e50016,train,train,Shell 3
366805e50016-24,366805e50016,train,train,shall nod. 5
366805e50016-25,366805e50016,train,train,will not.
366805e50016-26,366805e50016,train,train,Give the full forms of. Wont!
366805e50016-27,366805e50016,train,train,weren't
366805e50016-29,366805e50016,train,train,Blank. Wouldn't
366805e50016-32,366805e50016,train,train,A girl was sitting quietly beside him.
366805e50016-33,366805e50016,train,train,Hari left to his feet crying loudly.
366805e50016-34,366805e50016,train,train,the words quietly and loudly.
366805e50016-36,366805e50016,train,train,Find five more words ending in LY.
366805e50016-37,366805e50016,train,train,which denote how something is done. The space has been provided for your answers.
366805e50016-38,366805e50016,train,train,Page 142. Add
366805e50016-39,366805e50016,train,train,ly to the following words.
366805e50016-40,366805e50016,train,train,Clear Merry
366805e50016-42,366805e50016,train,train,Dreary Bright?
366805e50016-43,366805e50016,train,train,Bad?
366805e50016-44,366805e50016,train,train,Fond Now
366805e50016-47,366805e50016,train,train,fun with sounds. Let's practice with p
366805e50016-48,366805e50016,train,train,and f
366805e50016-49,366805e50016,train,train,Pleased? Pricked.
366805e50016-50,366805e50016,train,train,Pinched.
366805e50016-51,366805e50016,train,train,Punished. Fat
366805e50016-53,366805e50016,train,train,Forgotten
366805e50016-54,366805e50016,train,train,palm
366805e50016-55,366805e50016,train,train,pair Proud
366805e50016-56,366805e50016,train,train,Parade
366805e50016-57,366805e50016,train,train,Farm
366805e50016-58,366805e50016,train,train,Fair
366805e50016-59,366805e50016,train,train,frown fish
366805e50016-61,366805e50016,train,train,"One is being done for you, Bruise."
366805e50016-63,366805e50016,train,train,The rhyming word starts with C.
366805e50016-67,366805e50016,train,train,Prawm
366805e50016-68,366805e50016,train,train,The rhyming word starts with D.
366805e50016-69,366805e50016,train,train,Creatures
366805e50016-70,366805e50016,train,train,The rhyming word starts with F.
366805e50016-72,366805e50016,train,train,Teachers
366805e50016-73,366805e50016,train,train,The rhyming word for it starts with PR.
366805e50016-74,366805e50016,train,train,vowed
366805e50016-75,366805e50016,train,train,The rhyming word starts with C.
366805e50016-77,366805e50016,train,train,"How did the seaside creatures, the crab, the lobster, etc. teach hari a lesson?"
366805e50016-78,366805e50016,train,train,Write in a few lines.
366805e50016-80,366805e50016,train,train,Read these sentences carefully.
366805e50016-81,366805e50016,train,train,I ate an apple.
366805e50016-82,366805e50016,train,train,A boy is standing under the tree.
366805e50016-83,366805e50016,train,train,The sun rises in the east.
366805e50016-84,366805e50016,train,train,A and An. Do not point out any definite or particular person.
366805e50016-85,366805e50016,train,train,or think. Whereas...
366805e50016-86,366805e50016,train,train,The is used when we speak of some particular person or thing. A and
366805e50016-87,366805e50016,train,train,and the are called articles. Remember!
366805e50016-88,366805e50016,train,train,An is used before words beginning with a vowel
366805e50016-90,366805e50016,train,train,appropriate articles. In request that we have prepared this
366805e50016-91,366805e50016,train,train,Hari was blank unpopular boy.
366805e50016-93,366805e50016,train,train,"The boys and girls went to, blank, seaside for a picnic."
366805e50016-94,366805e50016,train,train,4 candidates
366805e50016-97,366805e50016,train,train,5
366805e50016-100,366805e50016,train,train,"A crab has a hard shell, whereas a frog does..."
366805e50016-101,366805e50016,train,train,not have one.
366805e50016-102,366805e50016,train,train,There are many animals that protect themselves.
366805e50016-103,366805e50016,train,train,from their enemies with their outer cover or shells.
366805e50016-105,366805e50016,train,train,In the box given below are the names of some animals and circle the ones.
366805e50016-106,366805e50016,train,train,that can protect themselves with their hard cover.
366805e50016-107,366805e50016,train,train,crocodile
366805e50016-109,366805e50016,train,train,Lizard
366805e50016-110,366805e50016,train,train,snake
366805e50016-111,366805e50016,train,train,Turtle
366805e50016-112,366805e50016,train,train,tortoise
366805e50016-113,366805e50016,train,train,Gorilla
366805e50016-114,366805e50016,train,train,Frog
366805e50016-115,366805e50016,train,train,hedgehog
366805e50016-116,366805e50016,train,train,"porcupine. Now, paste."
366805e50016-117,366805e50016,train,train,or draw the picture of any one animal. Write five lines about it.
366805e50016-118,366805e50016,train,train,Space has been provided for the picture and your answer.
366805e50016-120,366805e50016,train,train,Can you tell the difference between a turtle and a tortoise? Write a few lines.
366805e50016-121,366805e50016,train,train,The space has been provided below.
366805e50016-122,366805e50016,train,train,Describe what is happening in the picture. Use.
366805e50016-123,366805e50016,train,train,is or r and
366805e50016-124,366805e50016,train,train,ING to make your sentences.
366805e50016-126,366805e50016,train,train,Clues are given in the box.
366805e50016-127,366805e50016,train,train,Swing. Sit.
366805e50016-128,366805e50016,train,train,climb  Slick.
366805e50016-129,366805e50016,train,train,Slid Kick
366805e50016-130,366805e50016,train,train,Page 146.
366805e50016-131,366805e50016,train,train,"For example, Krishna is swinging."
366805e50016-133,366805e50016,train,train,Blank up the slide
366805e50016-134,366805e50016,train,train,"2, hurry, blank and"
366805e50016-135,366805e50016,train,train,Boxing her.
366805e50016-136,366805e50016,train,train,3
366805e50016-137,366805e50016,train,train,Little bitoo Blank.
366805e50016-138,366805e50016,train,train,A lollipop Fall
366805e50016-139,366805e50016,train,train,"Rita, blank."
366805e50016-140,366805e50016,train,train,Down the slide.
366805e50016-141,366805e50016,train,train,Imagine what the children will do in the playground tomorrow.
366805e50016-143,366805e50016,train,train,"For example,"
366805e50016-144,366805e50016,train,train,John will play Kabbadi tomorrow.
366805e50016-145,366805e50016,train,train,Play Football
366805e50016-146,366805e50016,train,train,Jump!
366805e50016-148,366805e50016,train,train,Run!
366805e50016-149,366805e50016,train,train,Let's be creative and talk!
366805e50016-150,366805e50016,train,train,Work in Groups of 5
366805e50016-151,366805e50016,train,train,See the picture of a shipwreck at the bottom of the ocean.
366805e50016-152,366805e50016,train,train,Suppose you went deep sea diving.
366805e50016-153,366805e50016,train,train,What would you find?
366805e50016-154,366805e50016,train,train,Think of all the words that come to your mind.
366805e50016-155,366805e50016,train,train,Then build a paragraph.
366805e50016-156,366805e50016,train,train,Share your story with other groups.
366805e50016-157,366805e50016,train,train,NO AUDIO
ac7d5b8ebe26-0,ac7d5b8ebe26,train,train,Page number 41
ac7d5b8ebe26-1,ac7d5b8ebe26,train,train,lesson number 11
ac7d5b8ebe26-2,ac7d5b8ebe26,train,train,our national symbols. The peacock is our national.
ac7d5b8ebe26-5,ac7d5b8ebe26,train,train,blue and green feathers on its tail.
ac7d5b8ebe26-7,ac7d5b8ebe26,train,train,when it is happy.
ac7d5b8ebe26-9,ac7d5b8ebe26,train,train,It has three colors.
ac7d5b8ebe26-11,ac7d5b8ebe26,train,train,and green.
ac7d5b8ebe26-12,ac7d5b8ebe26,train,train,That is why it is called
ac7d5b8ebe26-14,ac7d5b8ebe26,train,train,The flag has a wheel.
ac7d5b8ebe26-15,ac7d5b8ebe26,train,train,with 24 spokes in the centre.
ac7d5b8ebe26-18,ac7d5b8ebe26,train,train,This is our National Emblem. It has four lions.
ac7d5b8ebe26-19,ac7d5b8ebe26,train,train,Standing back to back.
ac7d5b8ebe26-20,ac7d5b8ebe26,train,train,The four lines face the four directions.
ac7d5b8ebe26-21,ac7d5b8ebe26,train,train,You can see the emblem on our coins and currency notes.
ac7d5b8ebe26-22,ac7d5b8ebe26,train,train,The Tiger is our national enemy.
ac7d5b8ebe26-24,ac7d5b8ebe26,train,train,It lives in the jungle.
ac7d5b8ebe26-25,ac7d5b8ebe26,train,train,It has stripes of yellow and black.
ac7d5b8ebe26-26,ac7d5b8ebe26,train,train,It can move very fast.
ac7d5b8ebe26-27,ac7d5b8ebe26,train,train,to the teacher. Talk about the National Symbols.
ac7d5b8ebe26-28,ac7d5b8ebe26,train,train,in the mother tongue.
ac7d5b8ebe26-29,ac7d5b8ebe26,train,train,Help the children read the text para by para by.
ac7d5b8ebe26-30,ac7d5b8ebe26,train,train,page number 41.
ac7d5b8ebe26-31,ac7d5b8ebe26,train,train,Answer these questions. Question number one.
ac7d5b8ebe26-32,ac7d5b8ebe26,train,train,Why is our National Flag called the Tri-Color? Question number two.
ac7d5b8ebe26-34,ac7d5b8ebe26,train,train,Name at least two days when...
ac7d5b8ebe26-35,ac7d5b8ebe26,train,train,The National Flag is hosted.
ac7d5b8ebe26-36,ac7d5b8ebe26,train,train,Question number three. Locate the National Emblem.
ac7d5b8ebe26-37,ac7d5b8ebe26,train,train,on currency notes and coins.
ac7d5b8ebe26-38,ac7d5b8ebe26,train,train,Question number four. Write four.
ac7d5b8ebe26-39,ac7d5b8ebe26,train,train,describing the words for A
ac7d5b8ebe26-40,ac7d5b8ebe26,train,train,the peacock.
ac7d5b8ebe26-41,ac7d5b8ebe26,train,train,B
ac7d5b8ebe26-42,ac7d5b8ebe26,train,train,the tiger
ac7d5b8ebe26-43,ac7d5b8ebe26,train,train,Let's try this. 1.
ac7d5b8ebe26-46,ac7d5b8ebe26,train,train,is our national bird. Two.
ac7d5b8ebe26-47,ac7d5b8ebe26,train,train,The dash
ac7d5b8ebe26-48,ac7d5b8ebe26,train,train,is our national animal. 4
ac7d5b8ebe26-49,ac7d5b8ebe26,train,train,Our National Emblem has four
ac7d5b8ebe26-50,ac7d5b8ebe26,train,train,dash 5
ac7d5b8ebe26-51,ac7d5b8ebe26,train,train,The wheel in the national flag is of. Dash colour.
ac7d5b8ebe26-52,ac7d5b8ebe26,train,train,2. Solve the puzzle.
ac7d5b8ebe26-54,ac7d5b8ebe26,train,train,One has been done for you.
ac7d5b8ebe26-55,ac7d5b8ebe26,train,train,Here we have a table. On the left side...
ac7d5b8ebe26-56,ac7d5b8ebe26,train,train,There is a puzzle.
ac7d5b8ebe26-57,ac7d5b8ebe26,train,train,with missing letters. And on the right side...
ac7d5b8ebe26-58,ac7d5b8ebe26,train,train,There are clues.
ac7d5b8ebe26-60,ac7d5b8ebe26,train,train,paper with 5
ac7d5b8ebe26-61,ac7d5b8ebe26,train,train,"Missing letters that you had to fill, but are already done for you. The clue is..."
ac7d5b8ebe26-62,ac7d5b8ebe26,train,train,You draw pictures and write on it. Do
ac7d5b8ebe26-63,ac7d5b8ebe26,train,train,for
ac7d5b8ebe26-64,ac7d5b8ebe26,train,train,E dash dash dash dash dash
ac7d5b8ebe26-65,ac7d5b8ebe26,train,train,"dash, dash."
ac7d5b8ebe26-66,ac7d5b8ebe26,train,train,It is a big animal. 4
ac7d5b8ebe26-67,ac7d5b8ebe26,train,train,A  dash dash dash dash
ac7d5b8ebe26-69,ac7d5b8ebe26,train,train,"C, dash, dash"
ac7d5b8ebe26-70,ac7d5b8ebe26,train,train,It has four wheels.
ac7d5b8ebe26-71,ac7d5b8ebe26,train,train,People drive it.
ac7d5b8ebe26-72,ac7d5b8ebe26,train,train,"5. O, Dash dash dash dash dash"
ac7d5b8ebe26-74,ac7d5b8ebe26,train,train,It is a sweet and sour fruit. 6.
ac7d5b8ebe26-75,ac7d5b8ebe26,train,train,"C, dash, dash."
ac7d5b8ebe26-76,ac7d5b8ebe26,train,train,dash dash
ac7d5b8ebe26-78,ac7d5b8ebe26,train,train,7. K. Dash
ac7d5b8ebe26-79,ac7d5b8ebe26,train,train,"dash, dash."
ac7d5b8ebe26-80,ac7d5b8ebe26,train,train,It is made of paper.
ac7d5b8ebe26-81,ac7d5b8ebe26,train,train,You can fly it!
ac7d5b8ebe26-82,ac7d5b8ebe26,train,train,page number 43
ac7d5b8ebe26-83,ac7d5b8ebe26,train,train,Listen and repeat
ac7d5b8ebe26-84,ac7d5b8ebe26,train,train,Cat cart. Back. Bark
ac7d5b8ebe26-85,ac7d5b8ebe26,train,train,"shack, shark"
ac7d5b8ebe26-87,ac7d5b8ebe26,train,train,lark
ac7d5b8ebe26-89,ac7d5b8ebe26,train,train,Mart
ac7d5b8ebe26-90,ac7d5b8ebe26,train,train,Draw and color. 1.
ac7d5b8ebe26-91,ac7d5b8ebe26,train,train,The National Flag
ac7d5b8ebe26-92,ac7d5b8ebe26,train,train,Here is some space given for you to draw the national flag. Do you remember all the colors?
ac7d5b8ebe26-93,ac7d5b8ebe26,train,train,and the spokes? Yes!
ac7d5b8ebe26-94,ac7d5b8ebe26,train,train,Now draw it. 3
ac7d5b8ebe26-95,ac7d5b8ebe26,train,train,A peacock feather.
ac7d5b8ebe26-97,ac7d5b8ebe26,train,train,"Right, there are so many colours."
ac7d5b8ebe26-98,ac7d5b8ebe26,train,train,Draw it in the space given below.
cfa51960d936-0,cfa51960d936,train,train,Page number 51
cfa51960d936-2,cfa51960d936,train,train,the monkey and the elephant. A group of monkeys were playing on a
cfa51960d936-4,cfa51960d936,train,train,Ho ho ho ho ho ho!
cfa51960d936-6,cfa51960d936,train,train,the loud sound of an elephant's trumpet.
cfa51960d936-7,cfa51960d936,train,train,The monkeys were afraid
cfa51960d936-8,cfa51960d936,train,train,They ran.
cfa51960d936-9,cfa51960d936,train,train,Up and down the tree.
cfa51960d936-10,cfa51960d936,train,train,"Soon, the Elephant Game very close."
cfa51960d936-11,cfa51960d936,train,train,To the tree.
cfa51960d936-12,cfa51960d936,train,train,whoo
cfa51960d936-13,cfa51960d936,train,train,A little monkey looked up at the elephant.
cfa51960d936-15,cfa51960d936,train,train,Ha! Ha ha ha ha ha ha ha!
cfa51960d936-17,cfa51960d936,train,train,The elephant picked up the little monkey.
cfa51960d936-18,cfa51960d936,train,train,and put him on his back.
cfa51960d936-20,cfa51960d936,train,train,The little monkey shrieked with joy.
cfa51960d936-21,cfa51960d936,train,train,hahahahahaha
cfa51960d936-23,cfa51960d936,train,train,The other monkeys saw this. 1 by 1.
cfa51960d936-26,cfa51960d936,train,train,The elephant started moving.
cfa51960d936-27,cfa51960d936,train,train,The monkeys had a jolly good elephant ride.
cfa51960d936-29,cfa51960d936,train,train,to the teacher.
cfa51960d936-30,cfa51960d936,train,train,Help the children notice the words in bold. Page number 53
cfa51960d936-31,cfa51960d936,train,train,Answer these questions. 1.
cfa51960d936-32,cfa51960d936,train,train,Have you ever had to ride on any animal?
cfa51960d936-33,cfa51960d936,train,train,2. How did the monkeys feel?
cfa51960d936-34,cfa51960d936,train,train,when they heard the elephant. 4
cfa51960d936-35,cfa51960d936,train,train,Why did the little monkey smile at
cfa51960d936-36,cfa51960d936,train,train,the elephant  4. did
cfa51960d936-37,cfa51960d936,train,train,the elephant like the little monkey. 6
cfa51960d936-38,cfa51960d936,train,train,Why did the other monkeys drop down the tree?
cfa51960d936-39,cfa51960d936,train,train,Let's try this. 1.
cfa51960d936-40,cfa51960d936,train,train,Choose the correct form of the words given in the brackets to fill in the blanks.
cfa51960d936-41,cfa51960d936,train,train,One has been done for you. One.
cfa51960d936-42,cfa51960d936,train,train,"The monkeys lived. Bracket, live."
cfa51960d936-43,cfa51960d936,train,train,"You see, the word lived came out of live. So, the sentence is..."
cfa51960d936-44,cfa51960d936,train,train,The monkeys lived in a jungle. Now.
cfa51960d936-45,cfa51960d936,train,train,Gone. Two.
cfa51960d936-46,cfa51960d936,train,train,The monkeys dash.
cfa51960d936-47,cfa51960d936,train,train,a tall  tree. I owe them both to you.
cfa51960d936-49,cfa51960d936,train,train,3. Suddenly
cfa51960d936-50,cfa51960d936,train,train,"they dash, an elephant trumpeting."
cfa51960d936-52,cfa51960d936,train,train,"4. A little monkey, dash."
cfa51960d936-53,cfa51960d936,train,train,Near the elephant. Use the word.
cfa51960d936-54,cfa51960d936,train,train,go 6
cfa51960d936-55,cfa51960d936,train,train,The elephant dashed up the monkey.
cfa51960d936-56,cfa51960d936,train,train,And dash it a ride.
cfa51960d936-57,cfa51960d936,train,train,Use the words pick and give.
cfa51960d936-58,cfa51960d936,train,train,In respective blanks.
cfa51960d936-59,cfa51960d936,train,train,page number 54
cfa51960d936-61,cfa51960d936,train,train,tail toil
cfa51960d936-63,cfa51960d936,train,train,bail boil
cfa51960d936-64,cfa51960d936,train,train,ail oil
cfa51960d936-65,cfa51960d936,train,train,fail
cfa51960d936-66,cfa51960d936,train,train,foil
cfa51960d936-68,cfa51960d936,train,train,coin
cfa51960d936-69,cfa51960d936,train,train,3
cfa51960d936-70,cfa51960d936,train,train,Here is a sentence.
cfa51960d936-71,cfa51960d936,train,train,I like milk.
cfa51960d936-72,cfa51960d936,train,train,Now complete the following sentences. Clues.
cfa51960d936-73,cfa51960d936,train,train,Names of fruits
cfa51960d936-74,cfa51960d936,train,train,drinks foods
cfa51960d936-76,cfa51960d936,train,train,Etc. 2
cfa51960d936-77,cfa51960d936,train,train,I like... that... 3
cfa51960d936-78,cfa51960d936,train,train,I like Dash. that
cfa51960d936-79,cfa51960d936,train,train,I do not like dash 4.
cfa51960d936-81,cfa51960d936,train,train,Do you like Dash?
cfa51960d936-83,cfa51960d936,train,train,Dash. 7.
63b149c11c8e-1,63b149c11c8e,train,test,page number 55
63b149c11c8e-2,63b149c11c8e,train,test,Lesson number 14
63b149c11c8e-3,63b149c11c8e,train,test,going to the fair
63b149c11c8e-4,63b149c11c8e,train,test,Yesterday there was a fair in Narela.
63b149c11c8e-5,63b149c11c8e,train,test,People came there from far away places.
63b149c11c8e-6,63b149c11c8e,train,test,There were many shops and stalls.
63b149c11c8e-7,63b149c11c8e,train,test,People were buying and selling things.
63b149c11c8e-10,63b149c11c8e,train,test,Children bought toys from the shops.
63b149c11c8e-11,63b149c11c8e,train,test,They went for a ride on the merry-go-round. Some children went...
63b149c11c8e-12,63b149c11c8e,train,test,on the giant wheel.
63b149c11c8e-13,63b149c11c8e,train,test,They sat on seats attached to the wheel.
63b149c11c8e-14,63b149c11c8e,train,test,As the giant wheel turned.
63b149c11c8e-15,63b149c11c8e,train,test,they shouted in joy and fear.
63b149c11c8e-16,63b149c11c8e,train,test,There are camel rides!
63b149c11c8e-17,63b149c11c8e,train,test,Elephant Rides
63b149c11c8e-18,63b149c11c8e,train,test,and horse rides too!
63b149c11c8e-19,63b149c11c8e,train,test,People had a good time.
63b149c11c8e-20,63b149c11c8e,train,test,They returned home after sunset.
63b149c11c8e-21,63b149c11c8e,train,test,to the teacher. Help the children read the text.
63b149c11c8e-22,63b149c11c8e,train,test,Para by Para!
63b149c11c8e-24,63b149c11c8e,train,test,Answer these questions. Question one
63b149c11c8e-25,63b149c11c8e,train,test,where was the fair held
63b149c11c8e-27,63b149c11c8e,train,test,The different shops at the fair. Question 4
63b149c11c8e-28,63b149c11c8e,train,test,Describe the giant wheel.
63b149c11c8e-29,63b149c11c8e,train,test,Question 4. Name the animals on which.
63b149c11c8e-30,63b149c11c8e,train,test,Children had a ride
63b149c11c8e-31,63b149c11c8e,train,test,Let's try this. 1.
63b149c11c8e-32,63b149c11c8e,train,test,Find these words in the box.
63b149c11c8e-33,63b149c11c8e,train,test,2 has been done for you
63b149c11c8e-34,63b149c11c8e,train,test,The words to find are in the box.
63b149c11c8e-35,63b149c11c8e,train,test,Fair.
63b149c11c8e-36,63b149c11c8e,train,test,people shoe
63b149c11c8e-37,63b149c11c8e,train,test,Clothes. Home.
63b149c11c8e-38,63b149c11c8e,train,test,Doll Brother
63b149c11c8e-39,63b149c11c8e,train,test,Sweet. Evening.
63b149c11c8e-40,63b149c11c8e,train,test,Happy!
63b149c11c8e-41,63b149c11c8e,train,test,And then there is a puzzle filled with a lot of letters.
63b149c11c8e-42,63b149c11c8e,train,test,You have to find some alphabets and connect them like the one that has been done for you.
63b149c11c8e-44,63b149c11c8e,train,test,That makes it... people!
63b149c11c8e-45,63b149c11c8e,train,test,Find the words from the box inside the puzzle.
63b149c11c8e-46,63b149c11c8e,train,test,Page number 56.
63b149c11c8e-47,63b149c11c8e,train,test,Make 5 Sentenses from each box
63b149c11c8e-48,63b149c11c8e,train,test,A in the first box on the left.
63b149c11c8e-50,63b149c11c8e,train,test,"In the second box from the left, the words are written, i."
63b149c11c8e-51,63b149c11c8e,train,test,we you
63b149c11c8e-52,63b149c11c8e,train,test,they she
63b149c11c8e-53,63b149c11c8e,train,test,He
63b149c11c8e-54,63b149c11c8e,train,test,rajni
63b149c11c8e-55,63b149c11c8e,train,test,"Gopal. In the third box from the left,"
63b149c11c8e-56,63b149c11c8e,train,test,"It is written, went 2."
63b149c11c8e-57,63b149c11c8e,train,test,and in the fourth box a
63b149c11c8e-60,63b149c11c8e,train,test,School Hospital
63b149c11c8e-64,63b149c11c8e,train,test,"In the first box from the left, words are written, they."
63b149c11c8e-65,63b149c11c8e,train,test,you we
63b149c11c8e-68,63b149c11c8e,train,test,Second box from the left says
63b149c11c8e-69,63b149c11c8e,train,test,were
63b149c11c8e-70,63b149c11c8e,train,test,The words in third box from the left are...
63b149c11c8e-71,63b149c11c8e,train,test,buying selling
63b149c11c8e-73,63b149c11c8e,train,test,Things.toys
63b149c11c8e-74,63b149c11c8e,train,test,sweets
63b149c11c8e-75,63b149c11c8e,train,test,Clothes
63b149c11c8e-76,63b149c11c8e,train,test,dolls Bats
63b149c11c8e-77,63b149c11c8e,train,test,"And in the last box, the word is yesterday."
63b149c11c8e-78,63b149c11c8e,train,test,"Now once again, connect these words and make sentences. 4"
63b149c11c8e-79,63b149c11c8e,train,test,Write a few sentences about a fair.
63b149c11c8e-80,63b149c11c8e,train,test,that you went to.
63b149c11c8e-81,63b149c11c8e,train,test,to the teacher.
63b149c11c8e-82,63b149c11c8e,train,test,Ellicit responses and construct the answer on the blackboard.
63b149c11c8e-83,63b149c11c8e,train,test,Children can copy it down.
817976f7db2d-2,817976f7db2d,train,val,colors. The sky is blue.
817976f7db2d-3,817976f7db2d,train,val,the grass is green.
817976f7db2d-4,817976f7db2d,train,val,The rose is red. Isn't that true? Lemon is yellow.
817976f7db2d-6,817976f7db2d,train,val,Wood is brown?
817976f7db2d-7,817976f7db2d,train,val,Don't you know? Milk is white.
817976f7db2d-8,817976f7db2d,train,val,Tar is black.
817976f7db2d-9,817976f7db2d,train,val,Mix them up.
817976f7db2d-10,817976f7db2d,train,val,And what have you?
817976f7db2d-12,817976f7db2d,train,val,"Yellow, orange, black, white"
817976f7db2d-14,817976f7db2d,train,val,"2, 3, 4, 5, 6, 7, 8. If to this, you add grey, 9 colors, now you know."
817976f7db2d-15,817976f7db2d,train,val,page number 58.
817976f7db2d-16,817976f7db2d,train,val,Let's try this. 1.
817976f7db2d-17,817976f7db2d,train,val,write the names of three colours other than those
817976f7db2d-18,817976f7db2d,train,val,given in the lesson 1-
817976f7db2d-19,817976f7db2d,train,val,2-4-2002
817976f7db2d-20,817976f7db2d,train,val,Find six colors in the grid given below.
817976f7db2d-21,817976f7db2d,train,val,One has been done for you.
817976f7db2d-22,817976f7db2d,train,val,Here is a box full of alphabets. You have to connect them in a way that you can form words that are colors.
817976f7db2d-23,817976f7db2d,train,val,One has been done for you. B L
817976f7db2d-24,817976f7db2d,train,val,"u e, blue three"
817976f7db2d-26,817976f7db2d,train,val,One has been done for you. Leaves
817976f7db2d-27,817976f7db2d,train,val,Sunflowers
817976f7db2d-29,817976f7db2d,train,val,Sky Object
817976f7db2d-31,817976f7db2d,train,val,1. Leaves
817976f7db2d-32,817976f7db2d,train,val,Green
817976f7db2d-33,817976f7db2d,train,val,2. fill in the blank
817976f7db2d-35,817976f7db2d,train,val,"3, fill in the blank, matching the color in the box."
817976f7db2d-36,817976f7db2d,train,val,"4. Fill in the blank, matching the color in the box."
817976f7db2d-37,817976f7db2d,train,val,5. Fill in the blank.
817976f7db2d-38,817976f7db2d,train,val,matching the color in the box.
817976f7db2d-40,817976f7db2d,train,val,Orange Yellow
817976f7db2d-41,817976f7db2d,train,val,"blue, white"
817976f7db2d-42,817976f7db2d,train,val,page number 59 page
817976f7db2d-43,817976f7db2d,train,val,Answer the questions given below.
817976f7db2d-44,817976f7db2d,train,val,One has been done for you. One
817976f7db2d-45,817976f7db2d,train,val,What is this? The answer is a bird.
817976f7db2d-46,817976f7db2d,train,val,"Because on the right, there is a picture of a bird. 21"
817976f7db2d-48,817976f7db2d,train,val,by identifying the object on the right side. 3.
817976f7db2d-50,817976f7db2d,train,val,by looking at the picture given on the right. 4.
817976f7db2d-51,817976f7db2d,train,val,What is this?
817976f7db2d-52,817976f7db2d,train,val,Fill in the blank. By
817976f7db2d-53,817976f7db2d,train,val,Looking at the picture on the right side.
817976f7db2d-54,817976f7db2d,train,val,5. What is this?
817976f7db2d-55,817976f7db2d,train,val,Write the answer in the blank by looking at the picture on the right side. 5.
817976f7db2d-56,817976f7db2d,train,val,Complete the sentences. One.
817976f7db2d-58,817976f7db2d,train,val,"Fill in the blank, blue, two."
817976f7db2d-59,817976f7db2d,train,val,What is green? Answer.
817976f7db2d-60,817976f7db2d,train,val,dash green 4
817976f7db2d-61,817976f7db2d,train,val,What is white?
817976f7db2d-62,817976f7db2d,train,val,"Answer, fill in the blank, white."
817976f7db2d-63,817976f7db2d,train,val,4. What is black? Answer.
817976f7db2d-65,817976f7db2d,train,val,Page number 60 7
817976f7db2d-66,817976f7db2d,train,val,Here are some pictures.
817976f7db2d-69,817976f7db2d,train,val,Second is a cow. And then there is a mouse.
