duplicate_type,key,occurrence_count,classification,description
CROSS_SPLIT_SENTENCE_OVERLAP,Complete this table according to your observation.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Activity 4,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,dash millimeters.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Part B.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Have you seen any notes or coins used in any other country?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Dollar,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,58.3,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,for the teacher,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"Gets, 2000 Sri Lankan Rupees.",2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,How many yuan can she change for Rupees 4?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,for rupees 400,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,wishing you a great journey.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Question number one.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Working with language.,3,REVIEW,"Identical English target appears in test, train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Lesson 9,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,water,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Give reasons for your answer.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,The king decided to meet him in disguise. Now the story,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,in a village in Iran.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,He did not have even a small cottage of his own.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Soon he became famous for his wisdom and friendly nature.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,I have a long way to go.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,the added and iron chest.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,but how great was their astonishment and even of the king himself when the chest was opened.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Surely you are the governor of a district.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,This story has been taken from an Iranian folk tale.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,20,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,page 88,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Do you like the area you live in?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Activity 5,3,REVIEW,"Identical English target appears in test, train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Activity 7,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Summary,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,snail,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,He imitated the calls of birds and animals perfectly.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,He hid behind a tree and roared like a tiger.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"Tansen had, by this time, become very famous.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Akbar would call upon Tansen to sing at any time during the day or night.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,and we will be rid of him.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"When Tansen got well, the entire city rejoiced.",2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Tansen remained Akbar's court singer till 1585 when he died.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Now the questions.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Question number three.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Question number four.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Question number five.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Question number six.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Why did Tansen agree to sing Raga Deepak?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Elsewhere,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"more than 2,300 years ago.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Listen to.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"A farmer, his wife and their small child lived in a village.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Once a farmer and his wife lived in a village with their small son.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,They loved him very much. We must have a pet.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,One day the farmer's wife wanted to go to the market.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,She was blind with rage and with all her strength brought down the heavy basket full of groceries.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Let us find out.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Question number 4,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,in your own language.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Working with the poem.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Does it have six sides?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,sedimentation,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,What will you call this process?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,The synopsis of the first part is,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Day and Night,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and kill the bird.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Rest for a while.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Now come inside and rest. I'll tell you more about this place and these birds.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Where did each of them find a home?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Page 118,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Conductors,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,3001 years ago.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,A horse was let loose to wander freely.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"He often had a special seat, a throne.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,herders,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Craft Persons,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,one would automatically become a Brahmin.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,page 49.,3,REVIEW,"Identical English target appears in test, train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Uttar Pradesh,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Plates and bowls are the most common vessels made out of painted greyware.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Some of these were grey in colour. Others were red.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Most Mahajanpadas had a capital city.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,living inside the fortified area.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,A part of it was probably built about 2500 years ago.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and the needed officials to collect these. So?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,These could have been in the form of labour.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,and hunters and gatherers also had to provide forest produce.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Who they believed would be their son's companion and friend in future.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"The farmer said to his wife one day,",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Question number one,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"Do you have a pet, a cat or a dog?",2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"If not, would you like one?",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Adventure,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Let's recall.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Let's do 7.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,2501 years ago.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Once he tried to frighten a group of travelers by roaring like a tiger.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,page number 16 a famous singer,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,named Swami Haridas.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"Suddenly, one of his men...",2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,He married Hussaini.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Now the next part of the story.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Her name was Hussaini.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,page number 17,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,burning and then you start singing.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"When he began to sing, the air became warm.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,The leaves on the trees dried up and fell to the ground.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,He composed several new ragas.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,What did the other courtiers feel about Tansen?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Do you like classical music?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Class 6,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"Entitled, Science 2",2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Are you able to do it?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Figure 8.2,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Do you think?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"As vijay singh stepped into the haunted desert, he heard a voice. vijay singh",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,20 cost,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Practice time.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,discuss.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Look at the following shapes.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,cows,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,car,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Activity 6,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Rose,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Hey.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,There are three columns.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Figure 1.3,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Bringer,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,There are two columns.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,herbivore,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,root,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Figure 7.1,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,herbs,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Shubs,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Page 56,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Ways to multiply and divide.,3,REVIEW,"Identical English target appears in test, train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Take the one question which matches with the given problem.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Do this activity during daytime on a sunny day.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,and close a leafy branch of the plant.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Water comes out of leaves.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,In Chapter 5 we noticed water changing into different forms in some of our activities.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"For this, they also use water.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,that is where the roots come in.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,which part of the plant is in the soil.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Select two plants of the same kind.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Cut off the roots from the other plant.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Water them regularly.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Both the plants are watered regularly.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Let us do an activity to study another function of root.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,We dug them out.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Roots help in holding the plant.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Is it?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Are there also other types of fruits?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,are related in a very interesting way.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,that roots absorb water.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,cold,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Try yourself.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,old,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Chapter 13,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,We have a table with two columns.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Page 93,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,MUSIC,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,dash centimeters.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Page 46.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,to the right side of the page we see.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,sunshine and fresh air.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Forget the consequences she said at last.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Move my bed into the next room and let me sit in the sun on my charpoi for an hour daily. Now the sy,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Dearest Sister,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Page number 31.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"He said, mind your clothes, though the clouds are mucky.",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,reclining against bolsters. It had been months since she had felt the sun on her hands and face.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and breathed in fresh air. She thought.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and kissed her.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,When would you make a pact with the Sun?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,How many Indian rupees we can get?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,0.63,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,The money of which country will cost the most in Indian rupees? B,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,How much money was left with him?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,It cost 30 yuan.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Find what it costs in Indian rupees.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,The shopkeeper forgot to put the point correctly in the prices.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,One is a man from Himachal Pradesh.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,one has to walk kilometers to get water.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,They will also get familiar with the names of different capital cities.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,page 82.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,One,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,But only words can free a thought.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and an early republic.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and it was guarded by the Rajas men.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"Some people, such as those,",2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,at this time.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,sesame and mustard,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,There were two major changes in agriculture around this time.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Magadhar became the most important Mahajanpada in about...,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,which lived in the forest could be captured.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Raja.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Ashwamedha,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,who were the groups who could not participate in the assemblies.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,composition of the Dhigha Nikaya.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Harishena,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,for the first part of this story.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,for paying me the compliment of a visit.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,The king was astonished as well as pleased.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"One thing was certain, the king discovered. The new governor did carry an iron chest with him all th",2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Now the king was angry. He thundered.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,and thread.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Why do we tie a cover around the leaves?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,What makes the water appear on the polythene bag?,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Leaves also have another function. Let us study this.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Figure 7.12,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Spirit,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,test tube,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,to completely immerse the leaf.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Since the activity involves...,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,and pour some iodine solution over it.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Does this mean that the leaf has...,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,A slice of raw potato also shows the presence of starch.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,and carbon dioxide.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,This process is called photosynthesis. This process is called photosynthesis.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Get stored in different parts of plant.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,The leaf uses the water to make food.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,as shown in figure 7.14b.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,"But one is without roots, isn't it?",2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Activity 8,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Keep the cotton wet by sprinkling water every day.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,You have pulled out from the cotton in the previous activity.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,Do they look like the roots shown in figure 7.168?,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,"For roots of the kind shown in figure 7.17a,",2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,The main route is called,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,We have learnt.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,We eat some of these as roots. Like at it.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,and that which comes down.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,filtration,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,sieving,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,blank D,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,1 by 2,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,Page 61.,2,REVIEW,"Identical English target appears in test, train"
CROSS_SPLIT_SENTENCE_OVERLAP,is equal to dash,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,coastal and mountain regions.,2,REVIEW,"Identical English target appears in train, val"
CROSS_SPLIT_SENTENCE_OVERLAP,This led to increased production.,2,REVIEW,"Identical English target appears in test, train"
